,movie1,movie2,sim,user1_sim,user2_sim
51,129939,66662,0.2506505846977234,0.44199999999999995,0.45933333333333337
52,91880,131732,0.28511321544647217,0.4429999999999999,0.45849999999999996
53,148326,135787,0.21782724559307098,0.3905,0.41983333333333334
54,185977,133941,0.17409157752990723,0.3941666666666666,0.3788333333333333
55,189609,88761,0.1689191460609436,0.383,0.3906666666666667
56,171771,119145,0.19206354022026062,0.37000000000000005,0.3746666666666667
57,138258,641,0.09086542576551437,0.33283333333333337,0.3473333333333333
58,110651,196009,-0.0338878333568573,0.36866666666666664,0.3368333333333333
59,109802,746,0.15070968866348267,0.37433333333333335,0.3681666666666666
60,5776,126652,0.28373923897743225,0.4078333333333333,0.41583333333333333
61,176049,178069,0.16619786620140076,0.41066666666666674,0.389
62,183375,78528,0.04155755788087845,0.3921666666666667,0.3325
63,167056,159209,0.09054531157016754,0.42849999999999994,0.43533333333333335
64,202625,7411,0.26951324939727783,0.4843333333333333,0.4736666666666667
65,8816,180229,0.2523479461669922,0.3835,0.39633333333333337
66,162770,7822,0.21429727971553802,0.40633333333333327,0.3885
67,153110,144378,0.2946655750274658,0.4615,0.44749999999999995
68,93921,203152,0.10896845906972885,0.36516666666666664,0.3635
69,122476,133317,0.327379047870636,0.3798333333333333,0.3938333333333333
70,155818,112800,0.2255234718322754,0.3826666666666667,0.3828333333333333
71,315,162458,0.05132085084915161,0.3376666666666667,0.3453333333333333
72,116,206433,0.14436309039592743,0.3818333333333333,0.4358333333333333
73,192139,133724,0.293046772480011,0.43649999999999994,0.4266666666666667
74,3346,131868,0.17893946170806885,0.37916666666666665,0.3598333333333333
75,152639,136542,0.15997940301895142,0.39433333333333326,0.38316666666666666
76,193231,1128,0.15346096456050873,0.4135,0.39666666666666667
77,196003,207684,0.06078082695603371,0.4135,0.40599999999999997
78,110157,202747,0.14307242631912231,0.3865,0.38716666666666666
79,124464,162226,0.1255161464214325,0.39683333333333337,0.3916666666666666
80,126803,77837,0.24338361620903015,0.43216666666666664,0.41333333333333333
81,127092,136878,-0.006311628967523575,0.3455000000000001,0.3666666666666667
82,7353,92410,0.23001176118850708,0.3881666666666667,0.4058333333333333
83,141922,165129,0.1912849247455597,0.3905,0.3871666666666667
84,140228,72934,-0.09045533835887909,0.34883333333333333,0.3475
85,203302,134370,0.02698858268558979,0.40583333333333343,0.4218333333333333
86,147220,186663,0.23188801109790802,0.3946666666666667,0.4128333333333334
87,8668,42335,0.18401411175727844,0.4086666666666667,0.416
88,41126,144422,0.1921449601650238,0.40700000000000003,0.3785
89,98228,201855,0.28052863478660583,0.4705,0.5946666666666666
90,165987,1944,0.22790493071079254,0.401,0.39516666666666667
91,195245,129301,0.15088284015655518,0.37600000000000006,0.3875
92,195083,134678,0.049731217324733734,0.3785,0.3561666666666667
93,79663,202898,0.0613614097237587,0.36999999999999994,0.39716666666666667
94,153995,159803,0.18247218430042267,0.389,0.38916666666666666
95,103324,101381,0.09301697462797165,0.3661666666666667,0.36316666666666664
96,82304,111310,0.13695219159126282,0.3798333333333333,0.38033333333333336
97,112450,58105,0.19710038602352142,0.3785,0.38949999999999996
98,205967,115611,0.32406842708587646,0.419,0.4076666666666666
99,136564,186899,0.11325359344482422,0.3886666666666667,0.38716666666666666
100,103249,68597,0.36844077706336975,0.39349999999999996,0.40216666666666673
101,127447,91997,0.06079193949699402,0.3538333333333334,0.3735
102,116245,160926,0.08402585983276367,0.35933333333333334,0.37433333333333335
103,183059,187245,0.1462949812412262,0.3671666666666667,0.365
104,169830,117150,0.12838423252105713,0.41550000000000004,0.3906666666666667
105,5123,119605,0.02953869290649891,0.3273333333333333,0.334
106,94902,8158,0.1539289951324463,0.36599999999999994,0.3861666666666667
107,142807,180523,0.1356911063194275,0.37433333333333335,0.38833333333333336
108,136738,143458,0.0031570270657539368,0.3208333333333333,0.36650000000000005
109,158318,690,0.07985734939575195,0.33866666666666667,0.3455
110,173187,98507,0.18576493859291077,0.3633333333333333,0.3511666666666667
111,191879,162730,0.37096354365348816,0.4283333333333334,0.44316666666666665
112,185139,93272,-0.024959415197372437,0.36083333333333334,0.3518333333333334
113,196535,171821,-0.002139955759048462,0.3793333333333333,0.34533333333333327
114,193233,150874,0.11270439624786377,0.36133333333333334,0.36683333333333334
115,185417,1464,0.15371832251548767,0.4136666666666667,0.36716666666666664
116,201753,78062,0.14251680672168732,0.3985,0.4183333333333333
117,185881,154574,0.07603086531162262,0.3496666666666666,0.35916666666666663
118,182335,133927,0.12305184453725815,0.3725,0.37233333333333335
119,150868,187741,0.10975636541843414,0.4243333333333334,0.3901666666666666
120,126221,207469,0.21221446990966797,0.42883333333333334,0.4106666666666667
121,4208,133531,0.19544218480587006,0.39549999999999996,0.40816666666666673
122,2323,144642,0.34239691495895386,0.4136666666666667,0.413
123,194206,179055,0.20471322536468506,0.3951666666666667,0.387
124,111999,5785,0.15554910898208618,0.3675,0.39233333333333337
125,99387,188631,0.12541362643241882,0.38050000000000006,0.4111666666666666
126,126597,152745,0.16309770941734314,0.40650000000000003,0.422
127,105509,87719,0.14724145829677582,0.3393333333333333,0.35400000000000004
128,138266,194298,-0.028865717351436615,0.3481666666666667,0.3541666666666667
129,203288,147047,0.236899271607399,0.4056666666666667,0.39599999999999996
130,201192,148034,0.01351405680179596,0.3413333333333333,0.36966666666666664
131,117865,55069,0.20252001285552979,0.43249999999999994,0.4038333333333333
132,131775,198717,-0.03167891502380371,0.3705,0.3293333333333333
133,107246,134346,0.12202981114387512,0.37200000000000005,0.39283333333333337
134,141580,94041,0.049753252416849136,0.433,0.3088
135,79494,134979,0.273549884557724,0.42983333333333335,0.4078333333333333
136,158033,34224,0.15721817314624786,0.38316666666666666,0.3698333333333334
137,149328,132508,0.08756022155284882,0.3518333333333333,0.3541666666666667
138,161458,6898,0.09333720058202744,0.39699999999999996,0.36749999999999994
139,146350,93363,0.202274352312088,0.41933333333333334,0.42216666666666663
140,62198,4253,0.22123369574546814,0.3675,0.38083333333333336
141,185353,176759,0.3041585683822632,0.437,0.4418333333333333
142,197053,103655,0.18067413568496704,0.38916666666666666,0.3885
143,176449,140431,0.27135586738586426,0.4243333333333334,0.42449999999999993
144,72212,51,0.16515079140663147,0.3641666666666667,0.39433333333333337
145,173821,170443,0.27409428358078003,0.4395,0.41783333333333333
146,166187,114676,0.23325155675411224,0.41583333333333333,0.43650000000000005
147,161748,152571,0.1251530945301056,0.3655,0.36083333333333334
148,137381,54001,0.23260360956192017,0.40166666666666667,0.4005
149,8927,4040,0.2843046188354492,0.4005,0.3746666666666667
150,116257,208735,0.10669952630996704,0.36133333333333334,0.37266666666666665
151,80269,119577,0.2591123580932617,0.35033333333333333,0.39199999999999996
152,201668,69714,0.20575416088104248,0.37083333333333335,0.36400000000000005
153,120420,89449,0.13714298605918884,0.3911666666666667,0.3861666666666667
154,32892,107888,0.14275333285331726,0.38799999999999996,0.403
155,123512,124406,0.18766595423221588,0.361,0.3713333333333333
156,47484,115258,0.27874594926834106,0.38199999999999995,0.39266666666666666
157,115897,150018,0.09462392330169678,0.38066666666666665,0.37266666666666665
158,143695,124849,0.2876162528991699,0.39199999999999996,0.3868333333333333
159,139287,206507,0.10349568724632263,0.37433333333333335,0.38149999999999995
160,150882,192969,0.1697087585926056,0.4206666666666667,0.43016666666666664
161,141254,117734,0.4104146957397461,0.42650000000000005,0.43383333333333335
162,7365,155776,0.3280330300331116,0.4126666666666667,0.43249999999999994
163,31956,156222,0.1095675528049469,0.4018333333333333,0.38233333333333336
164,7647,72283,0.017272917553782463,0.3466666666666666,0.35766666666666663
165,27213,197053,0.20194697380065918,0.38466666666666666,0.3821666666666667
166,155409,116277,0.3072071075439453,0.43416666666666665,0.43616666666666665
167,205479,4856,0.2205100804567337,0.42199999999999993,0.44049999999999995
168,32116,165191,0.1275508999824524,0.373,0.37833333333333335
169,192423,3104,0.07558402419090271,0.3725,0.3456666666666666
170,3414,7354,0.060321126133203506,0.3393333333333333,0.3591666666666667
171,140826,200264,-0.01704377308487892,0.3356666666666667,0.3383333333333333
172,134425,194712,-0.0007000360637903214,0.3476666666666666,0.36349999999999993
173,146325,178621,0.22393947839736938,0.37233333333333335,0.39633333333333337
174,198275,146896,0.005627904087305069,0.35483333333333333,0.3539999999999999
175,168420,206095,0.014006294310092926,0.3618333333333333,0.3438333333333334
176,44861,185143,0.20391352474689484,0.35283333333333333,0.3965
177,5030,122468,0.12209231406450272,0.37600000000000006,0.3915
178,5958,179913,0.15703418850898743,0.3875,0.38916666666666666
179,188013,50583,0.13618586957454681,0.37283333333333335,0.36033333333333334
180,54513,184855,-0.009978368878364563,0.335,0.36466666666666664
181,8674,71376,0.09380500018596649,0.36966666666666664,0.351
182,164753,170985,0.1446487307548523,0.36916666666666664,0.37966666666666665
183,71748,160860,0.26667746901512146,0.43216666666666675,0.41150000000000003
184,7882,149652,0.12488289177417755,0.3666666666666667,0.373
185,172663,200024,0.027477465569972992,0.3336666666666667,0.3378333333333334
186,170515,52378,0.19128260016441345,0.35200000000000004,0.40416666666666673
187,70301,131052,0.3266594409942627,0.44700000000000006,0.5541666666666667
188,2844,155261,-0.032604657113552094,0.327,0.3171666666666667
189,142770,104026,0.1326487809419632,0.39149999999999996,0.3781666666666667
190,133241,27321,0.12338855862617493,0.3818333333333333,0.38949999999999996
191,70706,206479,0.10075150430202484,0.351,0.39066666666666666
192,116427,91976,0.16933883726596832,0.37233333333333335,0.39366666666666666
193,160828,162144,0.13686510920524597,0.3898333333333333,0.369
194,97808,207632,0.19240662455558777,0.39666666666666667,0.40666666666666673
195,179823,89219,0.10026226192712784,0.365,0.37566666666666665
196,133988,123514,-0.026906292885541916,0.35483333333333333,0.359
197,1865,25786,0.049892157316207886,0.38066666666666665,0.35250000000000004
198,115386,99117,0.0509476363658905,0.3356666666666666,0.34016666666666673
199,169406,129183,0.38143062591552734,0.43783333333333335,0.39666666666666667
200,47518,111505,0.1282673478126526,0.3521666666666667,0.3501666666666667
201,2050,66279,-0.05391310900449753,0.33299999999999996,0.318
202,171013,3077,0.17838191986083984,0.41900000000000004,0.3945
203,114624,124955,0.21829526126384735,0.40216666666666673,0.4006666666666667
204,82491,6035,0.03365080803632736,0.35800000000000004,0.35766666666666663
205,168920,178901,0.11282172054052353,0.35600000000000004,0.36516666666666664
206,143543,90730,0.2594637870788574,0.4766666666666666,0.42733333333333334
207,156799,132751,0.03610566258430481,0.38149999999999995,0.359
208,100444,197997,0.16417641937732697,0.43216666666666664,0.3861666666666667
209,148824,139905,0.1956624686717987,0.41383333333333333,0.42266666666666675
210,131409,97302,0.2169092297554016,0.40266666666666673,0.38316666666666666
211,104642,135204,0.20542573928833008,0.40783333333333327,0.3993333333333333
212,93516,4023,0.095359206199646,0.36633333333333334,0.36283333333333334
213,193936,176639,0.003565659746527672,0.36083333333333334,0.36283333333333334
214,67925,137395,0.06556067615747452,0.3541666666666667,0.3468333333333334
215,172649,194138,0.20050273835659027,0.38466666666666666,0.4036666666666667
216,102407,84246,0.2804863452911377,0.448,0.3701666666666667
217,130006,158860,0.17415820062160492,0.39699999999999996,0.39699999999999996
218,25954,128794,0.13737812638282776,0.3813333333333333,0.3845
219,94107,107344,0.29199710488319397,0.4171666666666667,0.3998333333333333
220,147510,2320,0.045345503836870193,0.34800000000000003,0.355
221,193239,8751,0.1747502088546753,0.36599999999999994,0.37250000000000005
222,195259,159526,0.19383111596107483,0.41916666666666663,0.4031666666666667
223,26736,97665,0.20062798261642456,0.39599999999999996,0.4166666666666667
224,116157,122689,0.1737748682498932,0.3768333333333333,0.4025
225,935,68180,0.16251787543296814,0.361,0.3698333333333333
226,114378,169000,0.07047979533672333,0.4276666666666667,0.38749999999999996
227,198057,192225,0.2701389491558075,0.41050000000000003,0.4183333333333333
228,166415,175465,0.17725929617881775,0.3961666666666666,0.361
229,88163,123174,0.07204288989305496,0.37949999999999995,0.38883333333333336
230,185921,78413,0.2458752691745758,0.39683333333333337,0.38866666666666666
231,5985,1874,0.09597280621528625,0.36333333333333334,0.36166666666666664
232,149234,200542,0.1739698052406311,0.41766666666666663,0.4243333333333334
233,179825,5520,0.026650071144104004,0.3558333333333334,0.3525
234,104028,105330,0.29543226957321167,0.3878333333333333,0.3791666666666667
235,7025,117901,0.265877902507782,0.38366666666666666,0.3884999999999999
236,48536,201977,0.29018712043762207,0.3771666666666667,0.4355
237,73143,100244,0.020530764013528824,0.34400000000000003,0.3695
238,135488,47997,-0.07265575975179672,0.3486666666666667,0.3218333333333333
239,6710,196013,0.3008957505226135,0.3755,0.401
240,171721,91446,0.1928812563419342,0.37400000000000005,0.37633333333333335
241,185435,163635,0.12696468830108643,0.38199999999999995,0.375
242,25959,153326,0.04714292287826538,0.3525,0.415
243,150796,3490,0.034745410084724426,0.32616666666666666,0.3348333333333333
244,205267,175633,0.21547004580497742,0.4088333333333334,0.3983333333333334
245,27627,73523,0.21652868390083313,0.3821666666666667,0.38316666666666666
246,98032,125654,0.09602804481983185,0.3618333333333333,0.35683333333333334
247,69169,112540,0.41917023062705994,0.4158333333333333,0.39749999999999996
248,1943,144052,0.01367330551147461,0.3393333333333333,0.3496666666666666
249,7167,71664,0.20894300937652588,0.39916666666666667,0.3985
250,183531,197671,0.07834993302822113,0.3821666666666667,0.3865
251,101728,7136,-0.01062239333987236,0.3625,0.3558333333333334
252,64784,168422,0.21611559391021729,0.39399999999999996,0.37666666666666665
253,39446,134536,0.09463872015476227,0.36566666666666675,0.37399999999999994
254,120256,78729,0.13600099086761475,0.37549999999999994,0.3836666666666666
255,117700,142891,0.26328569650650024,0.41966666666666663,0.40349999999999997
256,77339,86077,0.15857760608196259,0.391,0.39316666666666666
257,1523,187975,0.021926937624812126,0.3305,0.33166666666666667
258,180249,189263,0.07319624722003937,0.36100000000000004,0.3801666666666667
259,128876,169544,0.01796484738588333,0.3486666666666667,0.3701666666666667
260,171739,199864,0.23206287622451782,0.43999999999999995,0.41333333333333333
261,48301,113908,0.09894029796123505,0.37883333333333336,0.3538333333333333
262,207854,122657,0.3063112497329712,0.42733333333333334,0.4573333333333333
263,145188,158735,0.052553124725818634,0.3388333333333333,0.3315
264,8045,174113,0.24974262714385986,0.43533333333333335,0.38116666666666665
265,570,180997,0.2045140564441681,0.3925,0.38599999999999995
266,166064,95898,0.07661975920200348,0.35200000000000004,0.3373333333333333
267,1358,184851,0.28217968344688416,0.4216666666666667,0.5243333333333333
268,172799,155959,0.007879137992858887,0.41850000000000004,0.3485
269,137124,195875,0.07160177826881409,0.3785,0.36766666666666664
270,163647,171465,0.0507742315530777,0.353,0.35233333333333333
271,208291,115903,0.14720246195793152,0.3928333333333333,0.3993333333333333
272,199976,69500,0.286075621843338,0.3995,0.40549999999999997
273,201534,198345,0.255706250667572,0.421,0.49950000000000006
274,155302,188357,0.09428572654724121,0.3801666666666666,0.3781666666666667
275,4699,177833,0.15832984447479248,0.37766666666666665,0.3721666666666666
276,182127,208030,0.18399560451507568,0.3993333333333333,0.38916666666666666
277,152387,158573,-0.020771652460098267,0.3421666666666667,0.35966666666666663
278,83923,136610,0.010287925601005554,0.3681666666666667,0.35633333333333334
279,149210,124213,0.18294240534305573,0.4251666666666667,0.3918333333333333
280,146692,8803,0.17748117446899414,0.40066666666666667,0.421
281,186525,145212,0.1422797292470932,0.3598333333333333,0.36433333333333334
282,205118,202109,0.27733296155929565,0.39083333333333337,0.39166666666666666
283,130154,198697,0.22883456945419312,0.4155,0.43050000000000005
284,158163,195607,0.22503440082073212,0.417,0.525
285,128219,145340,0.04850487411022186,0.37700000000000006,0.37599999999999995
286,103085,169110,0.07418718934059143,0.3475,0.3506666666666667
287,206278,148818,0.14304323494434357,0.34800000000000003,0.36050000000000004
288,139895,87449,0.0048365239053964615,0.35566666666666663,0.3481666666666667
289,166711,189647,0.3345292806625366,0.457,0.42250000000000004
290,32689,147779,0.13273045420646667,0.3595,0.3801666666666666
291,145224,6182,0.017035260796546936,0.34850000000000003,0.36733333333333335
292,173405,89482,-0.009651761502027512,0.3446666666666667,0.3506666666666667
293,132018,184103,0.21513141691684723,0.4091666666666667,0.43183333333333335
294,179913,149778,0.16136226058006287,0.38883333333333336,0.4458333333333333
295,151757,156903,0.017809171229600906,0.413,0.3341666666666667
296,43556,123320,0.027186289429664612,0.3519999999999999,0.3531666666666667
297,116423,165633,0.1856023669242859,0.44316666666666665,0.4653333333333333
298,206357,197001,0.2986651659011841,0.4411666666666667,0.4286666666666667
299,27539,134117,0.08941731601953506,0.42716666666666664,0.44416666666666665
300,112493,135627,0.25104352831840515,0.4518333333333333,0.4386666666666667
301,80315,173379,0.35635486245155334,0.46666666666666673,0.45316666666666666
302,125279,180315,0.029577257111668587,0.347,0.3451666666666667
303,207295,129781,0.22409012913703918,0.4151666666666667,0.4184999999999999
304,133814,32392,0.18526215851306915,0.4303333333333333,0.4215
305,9015,144798,0.18099431693553925,0.35733333333333334,0.3546666666666667
306,171441,2044,0.033361610025167465,0.36600000000000005,0.39083333333333337
307,167716,109713,0.23357617855072021,0.39033333333333337,0.39966666666666667
308,203749,26243,-0.027942825108766556,0.35833333333333334,0.36283333333333334
309,81700,78376,0.40683722496032715,0.4718333333333333,0.44583333333333336
310,2828,194698,0.0029679089784622192,0.3661666666666667,0.3555
311,3757,148707,0.13953161239624023,0.3401666666666667,0.34099999999999997
312,119059,146946,0.24897536635398865,0.38333333333333336,0.38066666666666665
313,47962,198299,0.048863571137189865,0.35733333333333334,0.37283333333333335
314,109185,146638,0.07968710362911224,0.38099999999999995,0.37466666666666665
315,6486,114028,0.0373135469853878,0.3468333333333334,0.3365
316,73000,183839,0.084775410592556,0.3565,0.3708333333333333
317,125455,201999,0.013558689504861832,0.334,0.3485
318,198509,117146,0.23905049264431,0.41516666666666663,0.4136666666666667
319,6838,195999,0.14164020121097565,0.36233333333333334,0.3735
320,350,138344,0.06494024395942688,0.3595,0.3708333333333333
321,105952,195007,0.0975414514541626,0.35933333333333334,0.3715
322,185323,102171,0.21980160474777222,0.41550000000000004,0.4156666666666667
323,80141,89482,-0.03595024347305298,0.3376666666666666,0.33249999999999996
324,152023,91858,0.12046483904123306,0.3968333333333333,0.3838333333333333
325,155401,194280,0.2618159055709839,0.44533333333333336,0.4676666666666667
326,55078,139291,0.09438150376081467,0.3416666666666666,0.42816666666666675
327,175141,133640,0.11119192838668823,0.35683333333333334,0.3711666666666667
328,186005,187521,0.1608390063047409,0.36733333333333335,0.3565
329,7172,153408,0.18609729409217834,0.4136666666666667,0.38466666666666666
330,156810,81366,0.15255756676197052,0.41083333333333333,0.3866666666666667
331,172561,64750,0.0512222982943058,0.35933333333333334,0.35483333333333333
332,32478,96689,0.06119750067591667,0.39083333333333337,0.38800000000000007
333,146606,155172,0.16340282559394836,0.3951666666666666,0.3748333333333334
334,8751,145815,0.17478202283382416,0.3835,0.383
335,4417,145974,0.04980173707008362,0.3551666666666667,0.3403333333333333
336,148811,184369,0.06723231077194214,0.3571666666666667,0.3818333333333334
337,5409,77990,0.09207148849964142,0.36200000000000004,0.33916666666666667
338,3350,158396,0.23850461840629578,0.38149999999999995,0.4051666666666667
339,91666,3113,0.10442276298999786,0.37666666666666665,0.36833333333333335
340,91890,101599,0.0998336672782898,0.3661666666666667,0.36799999999999994
341,180255,171597,0.12982681393623352,0.3960000000000001,0.3973333333333333
342,8134,142260,0.06254631280899048,0.377,0.3724999999999999
343,189521,65277,-0.021522067487239838,0.3511666666666667,0.35083333333333333
344,161894,86949,0.21538636088371277,0.41283333333333333,0.414
345,59625,165283,0.10828151553869247,0.3728333333333333,0.3645
346,2810,99744,0.2332843542098999,0.3858333333333333,0.387
347,82320,164791,0.13400356471538544,0.38233333333333336,0.37366666666666665
348,132571,188653,-0.016948632895946503,0.321,0.3511666666666667
349,131233,187857,0.060626715421676636,0.38000000000000006,0.36516666666666664
350,7358,180367,0.07057954370975494,0.367,0.37833333333333324
351,176069,135935,-0.015347220003604889,0.3541666666666667,0.3446666666666667
352,30846,80487,0.2569006383419037,0.38433333333333336,0.36650000000000005
353,148456,116666,0.04828854650259018,0.3575,0.34149999999999997
354,82280,6665,0.030919305980205536,0.3526666666666667,0.3546666666666667
355,92198,137488,0.19293810427188873,0.38899999999999996,0.37766666666666665
356,174801,125375,0.030358847230672836,0.34933333333333333,0.33816666666666667
357,153836,153923,0.08264671266078949,0.3665,0.3561666666666667
358,33893,80346,0.035948075354099274,0.3778333333333334,0.3598333333333334
359,26610,180545,0.1769160032272339,0.3988333333333333,0.4121666666666666
360,163937,678,0.11521176248788834,0.3613333333333333,0.37433333333333335
361,135392,31047,0.12439015507698059,0.4088333333333332,0.4088333333333334
362,1534,83376,0.1947200447320938,0.36933333333333335,0.37533333333333335
363,86626,159321,0.10007435828447342,0.36050000000000004,0.38333333333333336
364,148844,61569,0.13945689797401428,0.3498333333333334,0.3423333333333334
365,186359,1414,0.412489652633667,0.4458333333333333,0.4275
366,146740,193399,-0.005564425140619278,0.3565,0.36333333333333334
367,8169,95201,0.22164762020111084,0.36966666666666664,0.3675
368,81671,196387,0.21870577335357666,0.3671666666666667,0.371
369,199249,187365,0.2341005504131317,0.4175,0.39200000000000007
370,85273,73317,0.18834415078163147,0.3753333333333333,0.399
371,3600,33310,0.17012068629264832,0.37599999999999995,0.38916666666666666
372,126219,72645,0.038757309317588806,0.35716666666666663,0.3786666666666667
373,160267,32120,0.2247101068496704,0.4038333333333333,0.40700000000000003
374,199912,6734,0.1298055499792099,0.35733333333333334,0.3755
375,89658,2046,0.043014489114284515,0.37366666666666665,0.3715
376,202595,118922,0.1321706920862198,0.41616666666666663,0.38866666666666666
377,194644,79723,0.21213343739509583,0.43283333333333335,0.41533333333333333
378,177921,198543,-0.06993408501148224,0.38399999999999995,0.40349999999999997
379,4472,43762,0.03359439596533775,0.3565,0.3565
380,141852,196991,0.18756639957427979,0.3708333333333333,0.38833333333333336
381,197761,97639,0.1366710215806961,0.41100000000000003,0.3755
382,68572,118460,0.24526433646678925,0.41383333333333333,0.395
383,180783,165961,0.13606810569763184,0.3941666666666667,0.38199999999999995
384,187857,71450,0.15624505281448364,0.3606666666666667,0.36966666666666664
385,107916,208233,0.13863283395767212,0.4093333333333333,0.39666666666666667
386,3668,71760,0.2029052972793579,0.3778333333333334,0.3801666666666666
387,189433,1604,0.12444862723350525,0.3526666666666667,0.3705
388,31577,207079,0.014918018132448196,0.36250000000000004,0.34733333333333327
389,100884,70439,0.15173964202404022,0.4026666666666667,0.3888333333333333
390,103506,33893,0.08134178817272186,0.3575,0.3405
391,135416,162572,0.26016849279403687,0.39549999999999996,0.4001666666666667
392,167772,207261,0.16541968286037445,0.4136666666666666,0.4045
393,155294,180245,0.17137880623340607,0.37599999999999995,0.39683333333333337
394,181941,202858,0.28688135743141174,0.424,0.4175
395,55888,98203,0.20118258893489838,0.36316666666666664,0.3473333333333333
396,129015,71379,0.24084599316120148,0.40116666666666667,0.4086666666666667
397,167420,124052,0.1398748755455017,0.3738333333333333,0.3876666666666666
398,175321,125603,0.13603881001472473,0.3605,0.3426666666666667
399,25974,26394,0.07033036649227142,0.3793333333333333,0.3735
400,142855,203511,0.2209518700838089,0.35799999999999993,0.37899999999999995
401,152872,4238,0.24354220926761627,0.3845,0.4048333333333334
402,170237,52448,0.11242020130157471,0.3463333333333333,0.3481666666666667
403,147600,1774,0.2787049412727356,0.4948333333333333,0.4618333333333333
404,90953,193595,0.15979281067848206,0.38833333333333336,0.38166666666666665
405,129009,52617,0.2579404413700104,0.3996666666666666,0.3955
406,151575,64942,0.2130737602710724,0.42216666666666663,0.4163333333333334
407,137990,187219,0.14351427555084229,0.3818333333333333,0.37966666666666676
408,98956,90817,0.03220205008983612,0.3985000000000001,0.414
409,135202,72607,0.10434296727180481,0.39283333333333337,0.37399999999999994
410,165901,196531,0.16506683826446533,0.425,0.43616666666666665
411,170341,179931,0.17452803254127502,0.4136666666666666,0.3938333333333333
412,174139,6717,0.11225339770317078,0.4115,0.41483333333333333
413,108799,177793,0.014704132452607155,0.355,0.3421666666666667
414,8893,31689,0.248162180185318,0.36283333333333334,0.35733333333333334
415,203829,158966,-0.013072851113975048,0.3565,0.35683333333333334
416,79507,181421,0.14436009526252747,0.3593333333333333,0.3701666666666667
417,167600,187523,0.22508254647254944,0.35483333333333333,0.3498333333333334
